PMID	Title	Affiliation
23168518	Massive hemoptysis in a patient with sarcoidosis.	†National Naval Medical Center, Bethesda, MD *Walter Reed Army Medical Center, Washington, DC.
23168519	A case of endobronchial leiomyoma and carcinoma in situ treated with electrocautery using flexible b...	Pulmonary and Critical Care, North Shore University Hospital.
23168545	Endobronchial Ultrasound-guided Transbronchial Miniforceps Biopsy of Mediastinal and Hilar Lymph Nod...	*Division of Pulmonary and Critical Care, Department of Internal Medicine, Washington University School of Medicine †Division of Pulmonary and Critical Care, Department of Internal Medicine, Barnes-Jewish Hospital/Washington University School of Medicine ‡Division of Respiratory Care Services, Barnes-Jewish Hospital, St. Louis, MO.
23168551	Tracheostomy Tube-induced Tracheoesophageal Fistula.	Cleveland Clinic Foundation, Cleveland, OH.
23168556	Diagnosis of Mesothelioma Using Flexible Bronchoscopy With Endobronchial Ultrasound-guided Biopsy of...	Mayo Clinic, College of Medicine, Division of Pulmonary and Critical Care Medicine, Rochester, MN.
23168557	Spontaneous reexpansion of lung tissue after chronic atelectasis due to a stenotic airway.	Riverside Methodist Hospital, Columbus, OH.
23168559	Denture misadventure: an unusual cause of hemoptysis.	Division of Pulmonary and Critical Care, Allergy and Sleep Medicine, Medical University of South Carolina, Charleston, SC.
23168560	Endobronchial metastases from endometrial carcinoma.	Division of Pulmonary Medicine, Long Island College Hospital, Brooklyn, NY.
23168562	Management of intractable pneumothorax in the medically unfit.	Department of Thoracic and Cardiovascular Surgery, Cleveland Clinic, Cleveland, OH.
23168582	President's Reflections.	Pulmonary/Critical Care Medicine, Mayo Clinic, Rochester, MN.
23168583	Surgical biopsy for diffuse parenchymal lung diseases: are we causing more harm than good?	Division of Pulmonary and Critical Care Medicine, Mayo Clinic College of Medicine, Rochester, MN.
23168589	Benign tracheal stenosis: a case series analysis.	*Servicio de Neumología, Hospital General de México SSa and Facultad de Medicina, UNAM †Departamento de Cirugía de Cuello, Centro Médico Nacional Siglo XXI, Instituto Mexicano del Seguro Social ‡CT Scanner del Sur, México, D.F., México.
23168591	Bronchoscopic view of pulmonary blastomycosis.	Departments of *Pulmonary Critical Care and Sleep Medicine †Pathology, University of South Carolina, School of Medicine, Columbia, S.C.
23168595	Tracheobronchial rhinoscleroma.	Department of Respiratory Disease, Mohammed VI University Hospital Marrakesh, Marrakesh's School of Medicine, Cadi Ayyad University, Morocco.
23168598	Idiopathic Progressive Tracheobronchial Stenosis of 20 Years' Duration: Response to Anti-inflammator...	Division of Pulmonary, Critical Care and Sleep Medicine, Department of Internal Medicine, Saint Louis University, St. Louis, MO.
23168599	ECMO-assisted Rigid Bronchoscopy for Tracheal Obstruction.	Department of Internal Medicine, Division of Pulmonary and Critical Care, Washington University School of Medicine, St. Louis, MO.
23168600	Endobronchial hamartoma causing massive hemoptysis.	Cleveland Clinic, Cleveland, OH.
23168601	Extensive cryptococcal tracheitis mimicking lymphoma in an AIDS patient.	Department of Radiology, University Hospitals of Cleveland, Cleveland, OH.
23168640	Comparative and integrative environmental assessment of advanced wastewater treatment processes base...	Public Research Centre Henri Tudor (CRPHT)/Resource Centre for Environmental Technologies (CRTE) - 66, rue de Luxembourg - P.B. 144, L-4002, Esch-sur-Alzette, Luxembourg.
23168639	Number of residual thermotolerant coliforms on plants and in soil when using reclaimed domestic wast...	Universidad Autónoma Agraria Antonio Narro, 25315, Saltillo, Coahuila, México. bongy222@gmail.com
23168650	Looking to our past to find the way forward for the american association of bronchology and interven...	*Department of Medicine, American Association of Bronchology and Interventional Pulmonology; and †Medical University of South Carolina, Charleston, SC.
23168651	Flexible bronchoscopy without sedation: is less or none more when it comes to sedation?	Division of Pulmonary and Critical Care Medicine, Medical University of South Carolina, Charleston, SC.
23168660	Tracheal ring herniation.	Division of Pulmonary and Critical Care Medicine, Virginia Commonwealth University Medical Center, Richmond, VA.
23168662	Spontaneous pneumomediastinum in a patient with facial rash.	*Division of Pulmonary Medicine and †Department of Pathology, Bronx Lebanon Hospital Center, Bronx, NY.
23168663	A 36-year-old Man With Endobronchial Lesion and Bony Destruction of Ribs and Sacrum.	*Division of Pulmonary Medicine †Department of Pathology, Bronx Lebanon Hospital Center, Bronx, NY.
23168664	Treatment of infection associated with tunneled pleural catheters.	*Department of Medicine, Section of Pulmonary and Critical Care †Department of Radiology, Mercy Hospital and Medical Center, Chicago, IL.
23168666	Endobronchial cryptococcosis:  a rare cause of lung collapse.	*Port Huron Hospital, Division of Pulmonary and Critical Care, Port Huron †Henry Ford Hospital, Division of Pulmonary and Critical Care, Detroit, MI.
23168668	Ultrasound-guided Transthoracic Forceps Biopsy of a Peripheral Lung Mass.	*Division of Pulmonary and Critical Care, Department of Internal Medicine, Washington University School of Medicine; and †Division of Respiratory Therapy, Barnes Jewish Hospital, St. Louis, MO.
23168669	Closure of Gastro-pleuro-bronchial Fistula With Polymethyl Methacrolate and Endoclips: A Rare Compli...	Bethesda Memorial Hospital, Boynton Beach, FL.
23168671	An unusual case of persistent extrinsic bronchial compression.	Department of Medicine, Division of Pulmonary, Critical Care and Sleep Medicine, Georgetown University Hospital, Washington, DC.
23168718	The role of resting frontal EEG asymmetry in psychopathology: afferent or efferent filter?	Department of Human Development and Family Studies, Graduate Program in Neuroscience, Social Science Research Institute, Pennsylvania State University, 110 S. Henderson, University Park, PA, 16802.
23168732	Tracheobronchopathia osteochondroplastica.	Department of Pulmonology, Baxter Regional Medical Center, Mountain Home, AR.
23168736	Management of severe tracheal stenosis using flexible bronchoscopy and impulse oscillometry.	*Division of Respiratory and Sleep Medicine, Department of Pediatrics †Department of Otorhinolaryngology, Children's Hospital at Montefiore and Albert Einstein College of Medicine, Bronx, NY.
23168737	Cerebral abscess: a rare complication of flexible bronchoscopy.	Department of Pulmonary and Critical Care Medicine, VA Long Beach Health Care Systems, Long Beach, CA.
23168739	Peripheral T-cell lymphoma with endobronchial involvement.	*Division of Pulmonary and Critical Care Medicine, Department of Medicine, Washington, DC †Department of Pathology, Cleveland Clinic, Weston, FL.
23168740	A new technique of deploying dynamic y stent using flexible bronchoscope, video laryngoscope, and la...	Marshall University Joan C. Edwards School of Medicine, Huntington, WV.
23168741	Endobronchial Carcinoid Tumor in an HIV-infected Patient.	Departments of *Internal Medicine, Division of Pulmonary, Critical Care and Sleep Medicine †Radiology ‡Anatomical and Surgical Pathology, University of Cincinnati, College of Medicine.
23168744	Epiglottic hypoplasia.	*Servicio de Neumología †Servicio de UrgenciasHospital Gutiérrez OrtegaValdepeñas, Ciudad Real España.
23168776	Obstetrics and the Olympic spirit.	Drdeb.lyon@gmail.com
23168852	Indications for nephrectomy in children: a report on 119 cases.	King Hussein Medical Center/Queen Rania Hospital for Children, Amman, Jordan. didaradka@yahoo.com
23168854	A retrospective study of the seasonal pattern of urolithiasis.	Department of Urology, Gulf Medical Collge Hospital and Research Center.
23168859	Bisalbuminemia during remission of nephrotic syndrome.	Service d'hémodialyse- Premier Centre Médicochirurgical, Agadir, Morocco. ismail315@gmail.com
23168861	Renal ablation using bilateral renal artery embolization for treatment of resistant nephrotic syndro...	Department of Medicine, Al-Amiri Hospital.
23168874	Knowledge and attitudes of health care professionals toward organ donation and transplantation.	Weill Cornell Medical College, Doha, Qatar.
23168875	Urinary tract infections following renal transplantation: a single-center experience.	Research Laboratory of Immunology-LR03SP01, Charles Nicoles Hospital, Tunis, Tunisia. bksousou2007@yahoo.fr
23168882	Navigation guidance for bronchoscopy: "are we there yet?".	Cleveland Clinic, Cleveland, OH.
23168885	Delays and efficiency in the bronchoscopy suite: perception meets reality.	*Department of Internal Medicine, Division of Pulmonary, Allergy, Critical Care, and Sleep Medicine †Center for Biostatistics, The Ohio State University, Columbus, Ohio.
23168890	Retained sutures in the trachea.	Department of Pulmonary Disease and Critical Care, Cleveland Clinic Foundation, Cleveland, OH.
23168891	Lobular capillary hemangioma of the trachea: the second case.	*Section of Interventional Pulmonology and Bronchoscopy, Division of Pulmonary and Critical Care Medicine, Department of Medicine †Department of Pathology, Henry Ford Hospital, West Grand Boulevard, Detroit, MI.
23168895	Tracheal obstruction as a complication of tracheostomy tube malfunction: case report and review of t...	Department of Internal Medicine, John Peter Smith Hospital Critical Care Medicine, Fort Worth, TX.
23168894	A bronchoscopic oddity: nodular tracheobronchial amyloidosis.	*Division of Pulmonary, Allergy, and Critical Care Medicine, University of Pennsylvania, Philadelphia, PA and †Department of Pathology ‡Division of Pulmonary Disease and Critical Care Medicine, University of Vermont College of Medicine, Burlington, VT.
23168897	Localization and treatment of bronchopleural fistula through capnography.	Department of Internal Medicine, Division of Pulmonary and Critical Care Medicine, Riverside Methodist Hospital, Columbus, OH.
23168896	A 39-year-old man with fevers, cough, and right upper lobe cavitory lesion in lung.	University of Tennessee Medical Center, Knoxville, TN.
23168900	A large ruptured mediastinal cystic teratoma.	*Medicine §Pathology at Albert Einstein College of Medicine ‡Albert Einstein College of Medicine †Division of Pulmonary Medicine ∥Department of Pathology, Bronx Lebanon Hospital Center, Bronx, NY.
23168902	Tools of the Trade: A Novel Bronchoscope With a Built-in Miniature Video Screen, Camera, and Light S...	*National Jewish Health, Jackson Street †Rose Medical Center, Denver, CO.
23168903	A brief comment on the history of bronchoscopy in Mexico.	Servicio de Neumología, Hospital General de México SSa and Facultad de Medicina, UNAM, México, DF, México.
23168918	Peripheral blood Th17 cells and neutrophils in Dermatophagoides pteronyssinus-induced early- and lat...	Department of Pulmonology and Immunology, Medical Academy, Lithuanian University of Health Sciences, Eivenių 2, 50028 Kaunas, Lithuania. ieva.bajoriuniene@gmail.com
23168919	T-wave normalization during follow-up after early and late mechanical recanalization of infarct-rela...	Department of Internal Diseases, Medical Academy, Lithuanian University of Health Sciences, Josvainių 2, 47144 Kaunas, Lithuania. eglekalin@yahoo.com
23168920	Dependence of perceived purity of a chromatic stimulus on saturation adaptation.	Institute of Solid State Physics, University of Latvia, Latvia.
23168921	Changes in psychosocial adjustment of adolescent girls in the lessons of physical education.	Department of Health, Physical and Social Education, Lithuanian Sports University, Lithuania.
23168922	Particulate air pollution and its impact on health in Vilnius and Kaunas.	Department of Public Health, University of Tartu, Ravila 19, 50411 Tartu, Estonia. Hans.Orru@ut.ee
23168923	Burnout among Lithuanian cardiac surgeons and cardiac anesthesiologists.	Department of Anesthesiology, Medical Academy, Lithuanian University of Health Sciences, Lithuania.
23168925	Salt: important element, invisible menace.	University of Connecticut School of Pharmacy, Storrs, Connecticut Arlington, Virginia.
